CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0360,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.58,128.09,Yes
CUST0361,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,111.4,1706.17,No
CUST0362,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,39.67,589.1,No
CUST0363,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.24,331.7,No
CUST0364,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,32.61,18.84,Yes
CUST0365,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,119.45,138.81,Yes
CUST0366,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,26.33,396.59,No
CUST0367,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,118.37,3936.73,No
CUST0368,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.5,2061.93,No
CUST0369,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.85,387.24,Yes
CUST0370,Male,0,Yes,Yes,13,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,96.11,1239.84,Yes
CUST0371,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,83.49,2086.19,No
CUST0372,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,79.24,371.55,No
CUST0373,Female,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,59.96,1999.39,Yes
CUST0374,Male,0,Yes,No,0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,75.48,0,Yes
CUST0375,Female,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,39.68,2069.68,No
CUST0376,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,41.78,54.03,No
CUST0377,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,107.8,644.11,No
CUST0378,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,89.67,2254.34,Yes
CUST0379,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,38.72,736.16,No
CUST0380,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card,71.84,2041.36,No
CUST0381,Female,1,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,99.67,2478.69,No
CUST0382,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,70.56,797.71,No
CUST0383,Female,0,No,Yes,24,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,82.94,1979.94,No
CUST0384,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,115.07,9.27,No
CUST0385,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,100.76,1224.43,Yes
CUST0386,Male,0,No,Yes,0,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer,62.35,12.45,No
CUST0387,Female,1,Yes,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,66.27,347.76,No
CUST0388,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer,89.72,95.89,No
CUST0389,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.54,66.84,Yes
CUST0390,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.37,3037.64,Yes
CUST0391,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.72,427.95,Yes
CUST0392,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.84,72.55,Yes
CUST0393,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,4143.17,Yes
CUST0394,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.07,402.54,No
CUST0395,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,36.12,941.86,No
CUST0396,Male,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,109.23,544.91,Yes
CUST0397,Male,1,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,108.78,1299.36,No
CUST0398,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,84.52,1707.68,No
CUST0399,Female,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,62.21,1235.59,Yes
CUST0400,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.34,5808.38,Yes
CUST0401,Male,0,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card,71.59,3136.42,No
CUST0402,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,34.81,9.17,No
CUST0403,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.32,37.28,Yes
CUST0404,Male,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,91.26,1358.91,No
CUST0405,Female,1,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.71,1312.24,No
CUST0406,Female,1,No,No,16,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,76,1211.63,Yes
CUST0407,Male,0,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,61.25,839.63,No
CUST0408,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,104.35,3980.46,No
CUST0409,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,80.67,890.13,No
CUST0410,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,37.89,2747.79,Yes
CUST0411,Male,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,122.38,8596.05,No
CUST0412,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,107.98,962.49,No
CUST0413,Female,0,Yes,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,61.62,654.87,Yes
CUST0414,Female,1,Yes,No,14,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,84.03,1191.97,No
CUST0415,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,71.18,2824.85,Yes
CUST0416,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,24.48,1266.96,Yes
CUST0417,Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,73.9,966.1,No
CUST0418,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,77.56,1630.88,Yes
CUST0419,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,111.92,7180.07,No
CUST0420,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,102.58,3910.08,Yes
CUST0421,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.67,188.35,Yes
CUST0422,Female,0,No,Yes,28,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer,77.43,2137.09,No
CUST0423,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,89.61,1331.42,Yes
CUST0424,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,115.94,5124.44,No
CUST0425,Male,0,No,No,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,94.87,274.33,Yes
CUST0426,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,105.19,7569.55,No
CUST0427,Female,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,97.02,105.57,Yes
CUST0428,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,92.22,188.53,Yes
CUST0429,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,95.77,4042.7,Yes
CUST0430,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,39.13,2831.21,No
CUST0431,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,103.88,3439.1,Yes
CUST0432,Female,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,116.27,5106.41,No
CUST0433,Female,0,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,95.54,750.48,Yes
CUST0434,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer,95.37,3712.7,No
CUST0435,Female,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,107.25,7041.1,Yes
CUST0436,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,99.03,381,Yes
CUST0437,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.13,1554.71,No
CUST0438,Female,1,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,110.36,102.13,Yes
CUST0439,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,113.21,914.54,Yes
CUST0440,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.5,649.44,No
CUST0441,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.45,158.77,No
CUST0442,Male,1,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.34,263.19,Yes
CUST0443,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,97.7,1940.11,Yes
CUST0444,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card,110.63,87.87,Yes
CUST0445,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.88,873.35,Yes
CUST0446,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,107.02,1302.11,Yes
CUST0447,Male,1,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.26,1823.19,Yes
CUST0448,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,108.72,2504.75,Yes
CUST0449,Male,1,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.24,4629.3,No
CUST0450,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,35.73,89.35,No
CUST0451,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,102.59,2241.66,Yes
CUST0452,Female,0,No,No,23,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card,66.42,1507.9,No
CUST0453,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,110.91,3397.69,Yes
CUST0454,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.6,679.99,Yes
CUST0455,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,104.13,104.14,Yes
CUST0456,Female,0,Yes,No,10,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.01,820.83,Yes
CUST0457,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,103.59,3818.59,No
CUST0458,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,68.15,14.17,Yes
CUST0459,Female,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,97.68,4089.42,No
CUST0460,Female,0,No,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.85,2434.34,No
CUST0461,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,88.06,164.22,Yes
CUST0462,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.34,88.5,No
CUST0463,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,89.03,3584.04,Yes
CUST0464,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,110.66,339.21,Yes
CUST0465,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.43,2013.59,No
CUST0466,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer,95.73,6894.27,Yes
CUST0467,Female,0,Yes,Yes,21,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card,87.85,1844.46,No
CUST0468,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,25.99,599.1,No
CUST0469,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card,102.87,3007.83,No
CUST0470,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,100.4,3306.38,No
CUST0471,Male,1,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.29,863.6,No
CUST0472,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,45.92,528.68,No
CUST0473,Female,0,No,Yes,40,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,89.61,3560.49,No
CUST0474,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,108.8,992.73,Yes
CUST0475,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,110.92,2357.13,Yes
CUST0476,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,92.86,1086.6,Yes
CUST0477,Male,1,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,75.48,1593.75,No
CUST0478,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.8,2717.33,Yes
CUST0479,Male,0,No,No,20,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,76.63,1524.54,Yes
CUST0480,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card,98.54,1073.3,No
CUST0481,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.26,4507.35,No
CUST0482,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.28,666.99,No
CUST0483,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,121.48,98.66,Yes
CUST0484,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.43,395.75,Yes
CUST0485,Female,0,No,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card,78.48,273.39,No
CUST0486,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,80.88,5796.63,No
CUST0487,Male,0,No,No,44,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,71.81,3162.03,Yes
CUST0488,Female,1,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,108.77,7750.4,Yes
CUST0489,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.55,10.15,Yes
CUST0490,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card,62.56,414.06,No
CUST0491,Male,1,Yes,No,1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card,88.23,89.25,Yes
CUST0492,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.23,1992.54,No
CUST0493,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,106.4,5062.86,Yes
CUST0494,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,100.09,7183,No
CUST0495,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,112.85,1101.34,No
CUST0496,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer,99.89,3205.15,No
CUST0497,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,92.34,2831.18,No
CUST0498,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,116.2,932.06,Yes
CUST0499,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,109.81,2526.63,Yes
CUST0500,Male,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,39.6,2102.68,No
CUST0501,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,85.62,625.97,Yes
CUST0502,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.4,187.54,No
CUST0503,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,41.52,1049.93,No
CUST0504,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.68,5862.97,Yes
CUST0505,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,106.96,5042.84,Yes
CUST0506,Male,0,Yes,No,5,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,95.02,461.09,No
CUST0507,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,62.66,4543.97,Yes
CUST0508,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.29,1161.11,Yes
CUST0509,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,101.3,5781.5,No
CUST0510,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.94,913.18,No
CUST0511,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,109.66,5047.2,No
CUST0512,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,117.95,1874.9,No
CUST0513,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,99.08,7125.23,Yes
CUST0514,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,38.37,1032.99,No
CUST0515,Male,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,98.46,429.97,Yes
CUST0516,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.37,4444.29,No
CUST0517,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,78.36,3921.75,No
CUST0518,Male,0,No,No,68,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,97.12,6604.95,Yes
CUST0519,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.31,413.76,No
CUST0520,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.89,2530.79,No
CUST0521,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,107.48,1471.28,No
CUST0522,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,66.43,674.73,Yes
CUST0523,Male,0,No,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,71.83,4495.5,No
CUST0524,Female,0,No,Yes,0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,71.26,0,Yes
CUST0525,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,39.39,1063.08,No
CUST0526,Male,1,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.12,3165.03,Yes
CUST0527,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card,64.09,369.35,Yes
CUST0528,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,97.92,801.68,No
CUST0529,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,62.32,51.31,Yes
CUST0530,Male,0,No,Yes,1,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,65.98,67.68,No
CUST0531,Male,0,No,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.18,300.96,Yes
CUST0532,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,108.54,1204.21,Yes
CUST0533,Male,0,No,No,32,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,63.9,2029.96,No
CUST0534,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,88.01,6313.04,No
CUST0535,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,34.65,1201.53,No
CUST0536,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.91,87.35,Yes
CUST0537,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,111.19,1008.31,Yes
CUST0538,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,90.07,568.52,No
